metric_1,metric_2,correlation,abs_correlation,correlation_type,strength
C(t),fluidity,0.08292047370797273,0.08292047370797273,positive,very_weak
entropy_S,adaptive_resilience,0.07494032728754267,0.07494032728754267,positive,very_weak
fn_mean(t),temporal_coherence,-0.07112317440401106,0.07112317440401106,negative,very_weak
On_mean(t),adaptive_resilience,0.06861202196139198,0.06861202196139198,positive,very_weak
adaptive_resilience,max_median_ratio,0.06813752024043071,0.06813752024043071,positive,very_weak
fn_mean(t),En_mean(t),0.06557491629112555,0.06557491629112555,positive,very_weak
fn_mean(t),adaptive_resilience,0.06480842462436928,0.06480842462436928,positive,very_weak
tau_C,adaptive_resilience,0.06413522729047402,0.06413522729047402,positive,very_weak
adaptive_resilience,mean_high_effort,0.06376428745375398,0.06376428745375398,positive,very_weak
continuous_resilience,autocorr_tau,0.06098596587880236,0.06098596587880236,positive,very_weak
tau_A_mean,best_pair_score,-0.054432511418849,0.054432511418849,negative,very_weak
gamma,d_effort_dt,-0.05334951415374829,0.05334951415374829,negative,very_weak
gamma_mean(t),d_effort_dt,-0.05274781119286091,0.05274781119286091,negative,very_weak
C(t),adaptive_resilience,-0.049856046122159006,0.049856046122159006,negative,very_weak
temporal_coherence,best_pair_gamma,0.04931192788906243,0.04931192788906243,positive,very_weak
fluidity,std_S,-0.04895524096558444,0.04895524096558444,negative,very_weak
tau_A_mean,mean_high_effort,0.04828916616752376,0.04828916616752376,positive,very_weak
S(t),max_median_ratio,-0.047569501919739514,0.047569501919739514,negative,very_weak
mean_abs_error,On_mean(t),0.04600133667326673,0.04600133667326673,positive,very_weak
variance_d2S,d_effort_dt,-0.04411924932800242,0.04411924932800242,negative,very_weak
S(t),tau_gamma,0.043663182494282006,0.043663182494282006,positive,very_weak
effort(t),continuous_resilience,-0.03868640236141194,0.03868640236141194,negative,very_weak
fluidity,variance_d2S,-0.038516937628160476,0.038516937628160476,negative,very_weak
S(t),d_effort_dt,0.038262944575662976,0.038262944575662976,positive,very_weak
On_mean(t),temporal_coherence,0.03724062059729284,0.03724062059729284,positive,very_weak
std_S,tau_A_mean,-0.03655572325488266,0.03655572325488266,negative,very_weak
mean_abs_error,An_mean(t),-0.032313355018744,0.032313355018744,negative,very_weak
On_mean(t),d_effort_dt,-0.03183448122036215,0.03183448122036215,negative,very_weak
gamma,continuous_resilience,-0.031625064754727,0.031625064754727,negative,very_weak
S(t),tau_C,0.028619487565539097,0.028619487565539097,positive,very_weak
tau_C,temporal_coherence,0.026531345888036732,0.026531345888036732,positive,very_weak
tau_A_mean,best_pair_gamma,-0.02626882100854626,0.02626882100854626,negative,very_weak
mean_abs_error,fn_mean(t),0.025561191741810565,0.025561191741810565,positive,very_weak
std_S,adaptive_resilience,0.024442516657067405,0.024442516657067405,positive,very_weak
S(t),mean_abs_error,0.023813289857303965,0.023813289857303965,positive,very_weak
temporal_coherence,max_median_ratio,-0.022327108361868644,0.022327108361868644,negative,very_weak
tau_f_mean,d_effort_dt,-0.02135739619363313,0.02135739619363313,negative,very_weak
E(t),mean_abs_error,-0.019638251224445163,0.019638251224445163,negative,very_weak
effort(t),fluidity,0.01920630776612838,0.01920630776612838,positive,very_weak
variance_d2S,adaptive_resilience,0.01728991685954762,0.01728991685954762,positive,very_weak
S(t),fluidity,-0.01630942073157122,0.01630942073157122,negative,very_weak
S(t),En_mean(t),-0.016034363246965246,0.016034363246965246,negative,very_weak
E(t),tau_A_mean,-0.015870531256321468,0.015870531256321468,negative,very_weak
mean_abs_error,d_effort_dt,0.01481361370719964,0.01481361370719964,positive,very_weak
En_mean(t),d_effort_dt,0.01414360417319945,0.01414360417319945,positive,very_weak
S(t),C(t),-0.01397002412851488,0.01397002412851488,negative,very_weak
C(t),temporal_coherence,0.013892153892107807,0.013892153892107807,positive,very_weak
S(t),adaptive_resilience,0.011860885026338424,0.011860885026338424,positive,very_weak
E(t),En_mean(t),0.00930687350956475,0.00930687350956475,positive,very_weak
An_mean(t),d_effort_dt,-0.008753592665531879,0.008753592665531879,negative,very_weak
En_mean(t),mean_high_effort,0.008474323062495688,0.008474323062495688,positive,very_weak
An_mean(t),tau_A_mean,-0.00819022320587418,0.00819022320587418,negative,very_weak
E(t),d_effort_dt,-0.008170873800030504,0.008170873800030504,negative,very_weak
fn_mean(t),max_median_ratio,-0.007434263162203706,0.007434263162203706,negative,very_weak
fluidity,d_effort_dt,0.006950679094071168,0.006950679094071168,positive,very_weak
effort(t),adaptive_resilience,0.006307494030193992,0.006307494030193992,positive,very_weak
tau_S,d_effort_dt,-0.004547223711220807,0.004547223711220807,negative,very_weak
decorrelation_time,d_effort_dt,-0.004547223711220807,0.004547223711220807,negative,very_weak
autocorr_tau,d_effort_dt,-0.004485617608776774,0.004485617608776774,negative,very_weak
An_mean(t),En_mean(t),-0.00415177639213684,0.00415177639213684,negative,very_weak
mean_abs_error,mean_high_effort,-0.00395107846231691,0.00395107846231691,negative,very_weak
gamma_mean(t),continuous_resilience,0.0032874246679908915,0.0032874246679908915,positive,very_weak
entropy_S,d_effort_dt,0.003244540025821609,0.003244540025821609,positive,very_weak
C(t),fn_mean(t),0.0032013686772815408,0.0032013686772815408,positive,very_weak
mean_high_effort,d_effort_dt,-0.002696051365076209,0.002696051365076209,negative,very_weak
continuous_resilience,d_effort_dt,0.0013604422601571197,0.0013604422601571197,positive,very_weak
d_effort_dt,max_median_ratio,-0.0009531626953624958,0.0009531626953624958,negative,very_weak
tau_A_mean,d_effort_dt,0.000628380115786192,0.000628380115786192,positive,very_weak
std_S,d_effort_dt,0.0005654070114590515,0.0005654070114590515,positive,very_weak
tau_gamma,d_effort_dt,-0.0005236622217949274,0.0005236622217949274,negative,very_weak
temporal_coherence,d_effort_dt,-0.00017445398208552478,0.00017445398208552478,negative,very_weak
tau_C,d_effort_dt,-0.00012903559591767328,0.00012903559591767328,negative,very_weak
C(t),d_effort_dt,2.085319569209803e-05,2.085319569209803e-05,positive,very_weak
adaptive_resilience,d_effort_dt,3.380914227426707e-07,3.380914227426707e-07,positive,very_weak
